,image,caption,Unnamed: 2
27874,frame57111.jpg,tom is dancing,
25548,frame53274.jpg,tom's arms and talk is holding a dog is resting curiously,
29838,frame6055.jpg,tom is alert,
8815,frame27395.jpg,tom is bat in front of a basin curiously,
24550,frame51537.jpg,tom is looking at the fork,
34818,frame69903.jpg,jerry is chasing a swing and jerry is walking at the piano,
30774,frame62074.jpg,jerry is left hands and drinking the ground and the baby,
27325,frame56109.jpg,tom is lying on the hat and standing beside a napkin,
19873,frame44269.jpg,jerry and jerry is laughing and looking at a clock,
235,frame13027.jpg,jerry's tail and biting are smirking,
31436,frame63234.jpg,tom is pulling tom,
30024,frame60955.jpg,jerry and jerry are walking,
20585,frame45630.jpg,the music,
29593,frame60053.jpg,tom is running,
13472,frame34060.jpg,jerry is playing jerry are looking around,
12372,frame32578.jpg,jerry is holding a controller and jerry is laughing,
10592,frame30209.jpg,tom is smirking,
36488,frame72745.jpg,tom broke a yellow eye,
25556,frame53282.jpg,tom is holding a carriage,
29425,frame59766.jpg,jerry is hanging on a broom,
18197,frame41528.jpg,tom is looking to tom,
21629,frame47122.jpg,tom is looking to the corner,
7746,frame25674.jpg,tom is staring bakwards on a tennis ball,
33629,frame67905.jpg,tom is holding two sister and jerry is taking tangled by a sword in his hand,
2811,frame17332.jpg,jerry is stuck in a flask proud,
23616,frame49963.jpg,tom,
28450,frame58206.jpg,the scared,
17158,frame39904.jpg,jerry is carrying a door,
13530,frame34123.jpg,tom is scared,
30361,frame61429.jpg,tom is waving his sister,
11979,frame32061.jpg,tom is mouth,
25394,frame52994.jpg,tom is jumping on the bed,
8983,frame27810.jpg,tom is floating standing beside a baby,
2005,frame16244.jpg,tom is holding jerry is standing streched by tom's face and jerry is holding jerry's neck,
475,frame1341.jpg,tom is angry together,
31124,frame62589.jpg,tom is holding a bird is holding a door,
29516,frame59909.jpg,tom is holding a tennis water to the other,
15193,frame36979.jpg,tom is runing and jerry is chasing jerry is holding a skull,
8805,frame27379.jpg,tom is bandaged jerry is pulling jerry is digging tom's neck in his head in arms in his tail,
29316,frame59551.jpg,tom is holding a knife,
11383,frame31244.jpg,tom is standing on the air,
8639,frame27065.jpg,tom is mat,
21681,frame47219.jpg,tom is spots and is holding a bowl,
16447,frame38898.jpg,tom is making face to his arms across the fire frightened to the dog are leaning on the bed,
26397,frame54639.jpg,tom is holding a yellow sofa,
30721,frame62005.jpg,tom is searching to the knot,
25890,frame53743.jpg,tom is sitting on the room,
36549,frame72840.jpg,tom's mouth,
4098,frame19378.jpg,tom is standing on the baby,
12245,frame32421.jpg,tom and jerry are smiling,
11457,frame31349.jpg,tom is taped on the mouth and thery a sack,
17663,frame40653.jpg,tom is looking at the bed,
12479,frame32726.jpg,tom is sitting on some hands,
1006,frame1426.jpg,tom is holding a carrying a hit glasses on a green towel with pink bag,
23788,frame50202.jpg,jerry is jumping to the shelves,
3930,frame19014.jpg,jerry is walking,
13320,frame33852.jpg,tom is walking at the beach,
27529,frame56421.jpg,tom is wearing glasses and the window,
2724,frame17228.jpg,jerry is greeting to the right,
2912,frame1747.jpg,tom is cowboy by his left bottle by milk in his left matches in front of books in front of books in his mouth tom's mouth,
4445,frame20113.jpg,jerry is standing on a piece of an pool,
4661,frame20504.jpg,tom is holding a nail,
31218,frame62711.jpg,a as a girl happily,
5224,frame21544.jpg,tom is resting a indian cat,
20154,frame4477.jpg,tom is held paper angrily,
16931,frame39559.jpg,jerry is holding one shunning the wall,
26143,frame54171.jpg,tom is holding the pour the music,
26035,frame53946.jpg,tom is wearing a carriage,
21709,frame47280.jpg,tom,
8528,frame26862.jpg,jerry is making catch jerry are tired,
32606,frame6637.jpg,jerry is depressed,
2660,frame17147.jpg,tom is wearing a board,
33956,frame68484.jpg,tom is down tom,
4558,frame20333.jpg,tom is as but is angry,
10610,frame30227.jpg,jerry is stuck in the hips there is watching is using a railing,
32281,frame65885.jpg,tom is stretching his fingers and pointing walking away,
19836,frame44200.jpg,jerry is relaxed,
35652,frame71454.jpg,tom is is excited,
31720,frame6506.jpg,tom is wearing a net,
16143,frame38395.jpg,tom is hanging on a dog is holding a bat and jerry is holding a black cat and jerry is looking at jerry is walking,
33143,frame67151.jpg,tom and jerry,
28152,frame57644.jpg,tom is hanging on the chair and the center of a suitcase,
17161,frame39907.jpg,tom is beard,
11707,frame31710.jpg,tom is standing in a black cat is putting a woman,
13440,frame34008.jpg,jerry is standing in the center of milk,
305,frame13165.jpg,jerry's catch jerry is waving a slice against jerry's toungue downside,
20792,frame45963.jpg,jerry is walking,
11678,frame3166.jpg,tom is lying on a green board and holding a book cloth,
34492,frame69372.jpg,tom and serving a red eyes,
20272,frame45070.jpg,tom is scared,
7800,frame25746.jpg,jerry is smiling,
21370,frame46797.jpg,tom is scared,
15207,frame36993.jpg,tom is running while jerry are crossing front of a clock,
8206,frame26368.jpg,jerry is climbing on the ground jerry is leaning beside a wall,
19849,frame44216.jpg,jerry is leaning on the dog,
11064,frame30866.jpg,him,
20485,frame45472.jpg,tom is looking to the ground and walking to the black thread is doing into a bed,
9541,frame28672.jpg,tom is eating hand on the carpet,
17072,frame39803.jpg,jerry is looking at jerry is holding a tube is lying on the player,
30216,frame61221.jpg,tom is dancing,
36105,frame72115.jpg,tom is dancing has plate between stickering his arms akimbo and jerry is stickering a green tougue of two hands,
8984,frame27813.jpg,tom is sleeping to catch tom but face behind his hand,
4229,frame19673.jpg,jerry is running in a piece of milk,
15043,frame36724.jpg,tom is padding the pool tom tom is to the pool tom excitedly,
22007,frame47676.jpg,tom is carrying a yellow air on his hands on the pushing a yellow bed,
23953,frame50449.jpg,tom,
18618,frame42219.jpg,tom is wearig a cake in his arm and holding a barrel and and holding a barrel,
29709,frame60256.jpg,jerry is wearing his sister is standing on the beach,
17254,frame40012.jpg,tom and the fork and legs,
17117,frame39862.jpg,tom is sitting and serving the other quietly and lying on the carpet and grasping tom's head,
22449,frame48299.jpg,tom is looking at a tennis tennis ans arm,
16042,frame38278.jpg,tom is trying and jerry to the dog while jerry while staring on the dog and looking inside of the sand and padding jerry,
8312,frame26552.jpg,tom is smiling and jerry is scared and jerry is on tom's cat is clapping hand,
13984,frame35040.jpg,tom is sitting on a ham and is overhearing tom is smirking,
3099,frame17749.jpg,jerry's face jerry,
10733,frame30377.jpg,tom is mad at tom's beard,
26403,frame54644.jpg,tom,
13845,frame34718.jpg,tom is inside a net,
36717,frame7308.jpg,tom is sending a spatula with an astronaut and falling with jerry is scared a branch,
2442,frame16909.jpg,jerry is falling in cheese is flying proudly,
19412,frame43469.jpg,jerry is walking and jerry is scared,
33525,frame67708.jpg,tom is standing on the floor the middle lid,
22282,frame48038.jpg,tom is dancing with the closet,
14936,frame36552.jpg,tom is holding a board,
3894,frame18942.jpg,tom is jumping happily happily dancing looking ink wearig a brown pipe in his tongue to open a green shovel and standing in hands jumping dancing standing over hands waving his toungue up quietly quietly jerry are hammering a car on the starry cat,
18143,frame41423.jpg,tom is holding his hand,
8748,frame2724.jpg,tom's bow guard pressing jerry's teeth,
29785,frame60451.jpg,tom is standing on the dog is pulling tom is holding jerry and tom is biten by the dog,
32133,frame65609.jpg,tom and walking to the door and staring to the plate and walking happily,
2049,frame16370.jpg,tom's beard,
21694,frame47239.jpg,jerry is holding a string is chasing jerry is chasing a hole,
20797,frame45969.jpg,tom is winking and jerry is holding a tennis is going to the mirror and jerry is jumping and jerry,
9394,frame28484.jpg,jerry and walking on a green duck on the ground with purple cheese is climbing into his head,
36207,frame72282.jpg,tom is looking at the table,
18332,frame41710.jpg,tom is surprised,
2486,frame16959.jpg,tom is cleaning throat,
20651,frame45700.jpg,tom is watered,
26141,frame54169.jpg,tom is walking,
22233,frame4797.jpg,tom is squating on the left hands,
8228,frame26395.jpg,tom is staring around,
31757,frame65100.jpg,tom is holding tom's face,
8377,frame2663.jpg,jerry is looking around,
18965,frame42796.jpg,tom is standing in front of the water and jerry is jumping into a yellow knife,
33720,frame68106.jpg,jerry is playing the banana is scared from a lollipop and is scared,
36819,frame73195.jpg,tom is looking at tom is standding on the table,
1643,frame15341.jpg,tom is dog and smiling,
1022,frame14309.jpg,jerry is standing in milk holding his his hand,
25606,frame53340.jpg,tom is using the bell,
36913,frame73310.jpg,tom is chasing jerry are walking to catch,
29921,frame60663.jpg,tom is dropped on a backet and is massaged by a plate,
2278,frame16719.jpg,tom is running akimbo,
36906,frame73296.jpg,tom is driving his arms akimbo,
6022,frame22899.jpg,tom is tired,
6946,frame24419.jpg,jerry is looking at tom are waving his eyes,
16158,frame38414.jpg,tom is chasing jerry are pointing on the door,
1493,frame15099.jpg,tom is covering his ground,
26237,frame54377.jpg,jerry is sliding down,
9158,frame2813.jpg,tom is pulling the air poll over a black cat is massaged inside the air jerry is shocked,
13104,frame33562.jpg,tom is playing the black cat is scared,
36675,frame73026.jpg,tom is frightened,
11726,frame31735.jpg,jerry is running,
32662,frame66429.jpg,tom is putting his arms and jerry,
19940,frame44405.jpg,jerry is holding a umbrella and wiping a matches and biting a extinguished and holding a box,
10039,frame29447.jpg,tom is waving his left hand jerry is trying to another hand and is trying to ignite the floor jerry is trying to tom is pulled roll jerry's hips at jerry is walking and trying to another hands with toungue covering another tongue and,
633,frame1369.jpg,tom is waving front of eyes and winking at matadors,
22238,frame47975.jpg,tom is dizzy,
21027,frame46348.jpg,tom is lying beside a swing and looking backwards a dog is looking at the dog,
23082,frame49293.jpg,jerry shunning the ground,
7636,frame25488.jpg,tom and from a door and whistling,
32329,frame65968.jpg,tom is conducting a pulley,
1793,frame15673.jpg,tom is sliding down,
1950,frame16057.jpg,tom is shrinking his doll,
12921,frame33340.jpg,tom is holding a violin,
8786,frame27322.jpg,tom is jumping on two hand,
32212,frame65744.jpg,tom is smiling,
3659,frame18625.jpg,tom is getting baguette in watermelon,
9486,frame28602.jpg,jerry is resting him,
27029,frame55676.jpg,tom is holding a diamond the mouse is hitted on the music and the yellow seal,
32568,frame66327.jpg,tom is lifting a dog is holding a napkin,
28179,frame57690.jpg,jerry is holding a stripe edge,
24837,frame5215.jpg,tom is wearing tom's sister is scared,
32284,frame6590.jpg,jerry is smiling,
18054,frame41296.jpg,tom is waving a red cake to a teapot,
15699,frame37754.jpg,jerry is standing at the right,
1756,frame15595.jpg,jerry's beard and flying akimbo,
5636,frame2227.jpg,tom is stuck in arms proudly,
26122,frame5415.jpg,tom is grabbing a phone,
1170,frame14547.jpg,tom is holding hit by a yellow after a pink wing,
10151,frame29595.jpg,jerry is dressed curious,
28430,frame58184.jpg,tom and jerry and looking at tom is using jerry and jerry is lying with a towel jerry is pressing tom's paw,
34883,frame7003.jpg,jerry is liying foot,
20434,frame45313.jpg,tom from tom's flicking,
3358,frame18087.jpg,jerry is stuck on the wall a baby,
4639,frame20463.jpg,tom is bottle of books,
31443,frame63241.jpg,tom is smirking,
27301,frame56083.jpg,tom is looking into a shirt,
11228,frame31084.jpg,the mirror,
21097,frame46462.jpg,tom and jerry to the pushing his tongue,
28466,frame58224.jpg,tom is sitting by a napkin and looking at behind the floor right and smiling,
9827,frame29069.jpg,tom is holding a violin,
17385,frame40194.jpg,tom is making face,
34575,frame69494.jpg,tom is holding a bone hand staring around the right back at the pliers the center of lemon and looking at jerry while jerry is trying to the shelves and holding one roll,
33639,frame67914.jpg,tom is running,
25735,frame53521.jpg,tom is playing the beach,
31836,frame65207.jpg,tom has plate of a bottle,
21857,frame47446.jpg,tom is shrinking the bed,
12612,frame32927.jpg,tom is standing staring walking away whith curiously,
22750,frame4874.jpg,tom,
30050,frame61005.jpg,jerry is looking frightened,
24651,frame51725.jpg,tom is holding a door,
21438,frame46876.jpg,tom is looking at the air,
2356,frame16817.jpg,jerry is stuck in front of pliers the air,
15848,frame37972.jpg,jerry is dizzy and is scared with a red string and is holding flour is wearing a bowl,
27548,frame56445.jpg,jerry is curious,
1706,frame15503.jpg,jerry is smirking,
11293,frame31148.jpg,tom is lying over tom's beard,
26655,frame55058.jpg,jerry is pulled jerry is playing the bird is playing a nightcap tom is standing on the lamp is holding a baby is smirking,
